# ============================================================
# FUSION DES PLANS (8 COLONNES) - 2026-08-24 18:47:06
# Colonnes : N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type
# Nombre de fichiers fusionnes : 10
# ============================================================
N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type
🟡S-07;Mercredi;2026-09-23;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-07;*;2026-09-23;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-07;Jeudi;2026-09-24;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-07;*;2026-09-24;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-07;Vendredi;2026-09-25;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-07;Samedi;2026-09-26;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-07;*;2026-09-26;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-06;Lundi;2026-09-28;CAP;VMA;VMA 700m x 6 @ 16.6 km/h (effort 02:32 / recup 175.0m x 01:10) - 15min d'intensité;37;🟥
🟢S-06;*;2026-09-28;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟢S-06;Mardi;2026-09-29;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-06;Mercredi;2026-09-30;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-06;*;2026-09-30;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟢S-06;Jeudi;2026-10-01;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟢S-06;*;2026-10-01;Natation;Récupération active;Récupération active (72 min);72;🟦
🟢S-06;Vendredi;2026-10-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟢S-06;Samedi;2026-10-03;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-06;*;2026-10-03;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-05;Lundi;2026-10-05;CAP;VC;VC 1000m x 4 @ 14.9 km/h (effort 04:00 / recup 250.0m x 01:59) - 16min d'intensité;42;🟨
🟡S-05;*;2026-10-05;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-05;Mardi;2026-10-06;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-05;Mercredi;2026-10-07;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-05;*;2026-10-07;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-05;Jeudi;2026-10-08;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-05;*;2026-10-08;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-05;Vendredi;2026-10-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-05;Samedi;2026-10-10;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-05;*;2026-10-10;Natation;Récupération active;Récupération active (72 min);72;🟦
⚪S-04;Lundi;2026-10-12;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (101 min);101;🟩
⚪S-04;*;2026-10-12;Vélo;Endurance Z2;Endurance Z2 (120 min);120;🟩
⚪S-04;*;2026-10-12;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
⚪S-04;Mardi;2026-10-13;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-04;Mercredi;2026-10-14;CAP;Footing de récupération Z1;Footing de récupération Z1 (70 min);70;🟦
⚪S-04;Jeudi;2026-10-15;Course;Compétition intermédiaire;70.3 Nice 15/10;0;⭐
⚪S-04;Vendredi;2026-10-16;CAP;Footing de récupération Z1;Footing de récupération Z1 (70 min);70;🟦
⚪S-04;Samedi;2026-10-17;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-04;*;2026-10-17;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-03;Lundi;2026-10-19;CAP;VC;VC 2000m x 3 @ 14.4 km/h (effort 08:21 / recup 500.0m x 03:58) - 25min d'intensité;57;🟨
🟡S-03;*;2026-10-19;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-03;Mardi;2026-10-20;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-03;Mercredi;2026-10-21;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-03;*;2026-10-21;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-03;Jeudi;2026-10-22;Vélo;Endurance Z2;Endurance Z2 (180 min);180;🟩
🟡S-03;*;2026-10-22;Natation;Récupération active;Récupération active (72 min);72;🟦
🟡S-03;Vendredi;2026-10-23;CAP;Footing de récupération Z1;Footing de récupération Z1 (120 min);120;🟦
🟡S-03;Samedi;2026-10-24;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-03;*;2026-10-24;Natation;Récupération active;Récupération active (72 min);72;🟦
🔵S-02;Lundi;2026-10-26;CAP;Footing de récupération Z1;Footing de récupération Z1 (76 min);76;🟦
🔵S-02;*;2026-10-26;Vélo;Récupération active;Récupération active (104 min);104;🟦
🔵S-02;Mardi;2026-10-27;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-02;Mercredi;2026-10-28;CAP;Footing de récupération Z1;Footing de récupération Z1 (76 min);76;🟦
🔵S-02;Jeudi;2026-10-29;Vélo;Récupération active;Récupération active (104 min);104;🟦
🔵S-02;*;2026-10-29;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-02;Vendredi;2026-10-30;CAP;Footing de récupération Z1;Footing de récupération Z1 (76 min);76;🟦
🔵S-02;Samedi;2026-10-31;CAP;Footing de récupération Z1;Footing de récupération Z1 (76 min);76;🟦
🔵S-02;*;2026-10-31;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-01;Lundi;2026-11-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-01;*;2026-11-02;Vélo;Récupération active;Récupération active (104 min);104;🟦
🔵S-01;Mardi;2026-11-03;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-01;Mercredi;2026-11-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-01;Jeudi;2026-11-05;Vélo;Récupération active;Récupération active (104 min);104;🟦
🔵S-01;*;2026-11-05;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-01;Vendredi;2026-11-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-01;Samedi;2026-11-07;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-01;*;2026-11-07;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-00;Lundi;2026-11-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-00;*;2026-11-09;Vélo;Récupération active;Récupération active (104 min);104;🟦
🔵S-00;Mardi;2026-11-10;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-00;Mercredi;2026-11-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-00;Jeudi;2026-11-12;Vélo;Récupération active;Récupération active (104 min);104;🟦
🔵S-00;*;2026-11-12;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-00;Vendredi;2026-11-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-00;Samedi;2026-11-14;CAP;Footing de récupération Z1;Footing de récupération Z1 (52 min);52;🟦
🔵S-00;*;2026-11-14;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-00;Dimanche;2026-11-15;Course;Objectif;15/11/2026;0;⭐

# ============================================================
# FICHIER N°9 : Pierre_DURAND_plan_20260824_184657.csv
# ============================================================
🟢S-68;Lundi;2026-08-24;CAP;VC;VC 300m x 14 @ 16.8 km/h (effort 01:04 / recup 75.0m x 00:38) - 15min d'intensité;38;🟨
🟢S-68;Mercredi;2026-08-26;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
🟢S-68;Jeudi;2026-08-27;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (108 min);108;🟩
🟢S-68;*;2026-08-27;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-68;Vendredi;2026-08-28;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-68;Samedi;2026-08-29;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-67;Lundi;2026-08-31;CAP;VMA;VMA 300m x 14 @ 16.5 km/h (effort 01:05 / recup 75.0m x 00:32) - 15min d'intensité;40;🟥
🟡S-67;Mercredi;2026-09-02;Vélo;Seuil Z4;Seuil Z4 (123 min);123;🟨
🟡S-67;Jeudi;2026-09-03;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-67;*;2026-09-03;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟡S-67;Vendredi;2026-09-04;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-67;Samedi;2026-09-05;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-66;Lundi;2026-09-07;CAP;VC;VC 500m x 8 @ 16.0 km/h (effort 01:53 / recup 125.0m x 01:03) - 15min d'intensité;38;🟨
🟢S-66;Mercredi;2026-09-09;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
🟢S-66;Jeudi;2026-09-10;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
🟢S-66;*;2026-09-10;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟢S-66;Vendredi;2026-09-11;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-66;Samedi;2026-09-12;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-65;Lundi;2026-09-14;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-65;*;2026-09-14;Renforcement;Gainage;Gainage (30 min);30;🟩
⚪S-65;Mercredi;2026-09-16;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-65;Jeudi;2026-09-17;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-65;Vendredi;2026-09-18;Natation;Technique + Seuil;Technique + seuil Z4 (51 min, 3km);51;🟨
⚪S-65;Samedi;2026-09-19;CAP;Sortie longue Z2;Sortie longue Z2 (92 min);92;🟩
🟡S-64;Lundi;2026-09-21;CAP;VC;VC 700m x 6 @ 15.4 km/h (effort 02:44 / recup 175.0m x 01:28) - 16min d'intensité;44;🟨
🟡S-64;Mercredi;2026-09-23;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-64;Jeudi;2026-09-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (111 min);111;🟩
🟡S-64;*;2026-09-24;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-64;Vendredi;2026-09-25;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-64;Samedi;2026-09-26;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-63;Lundi;2026-09-28;CAP;VMA;VMA 700m x 6 @ 16.0 km/h (effort 02:38 / recup 175.0m x 01:15) - 15min d'intensité;38;🟥
🟢S-63;Mercredi;2026-09-30;Vélo;Seuil Z4;Seuil Z4 (94 min);94;🟨
🟢S-63;Jeudi;2026-10-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-63;*;2026-10-01;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟢S-63;Vendredi;2026-10-02;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-63;Samedi;2026-10-03;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-62;Lundi;2026-10-05;CAP;VC;VC 1000m x 4 @ 14.6 km/h (effort 04:08 / recup 250.0m x 02:06) - 16min d'intensité;44;🟨
🟡S-62;Mercredi;2026-10-07;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-62;Jeudi;2026-10-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (103 min);103;🟩
🟡S-62;*;2026-10-08;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-62;Vendredi;2026-10-09;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-62;Samedi;2026-10-10;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-61;Lundi;2026-10-12;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-61;*;2026-10-12;Renforcement;Gainage;Gainage (30 min);30;🟩
⚪S-61;Mercredi;2026-10-14;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-61;Jeudi;2026-10-15;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-61;Vendredi;2026-10-16;Natation;Technique + Seuil;Technique + seuil Z4 (51 min, 3km);51;🟨
⚪S-61;Samedi;2026-10-17;CAP;Sortie longue Z2;Sortie longue Z2 (92 min);92;🟩
🟡S-60;Lundi;2026-10-19;CAP;VC;VC 2000m x 3 @ 14.0 km/h (effort 08:37 / recup 500.0m x 04:13) - 25min d'intensité;58;🟨
🟡S-60;Mercredi;2026-10-21;Vélo;Seuil Z4;Seuil Z4 (94 min);94;🟨
🟡S-60;Jeudi;2026-10-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-60;*;2026-10-22;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟡S-60;Vendredi;2026-10-23;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-60;Samedi;2026-10-24;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-59;Lundi;2026-10-26;CAP;VMA;VMA 2000m x 3 @ 15.1 km/h (effort 08:04 / recup 500.0m x 03:35) - 24min d'intensité;49;🟥
🟢S-59;Mercredi;2026-10-28;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
🟢S-59;Jeudi;2026-10-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (114 min);114;🟩
🟢S-59;*;2026-10-29;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟢S-59;Vendredi;2026-10-30;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-59;Samedi;2026-10-31;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-58;Lundi;2026-11-02;CAP;VC;VC 2800m x 2 @ 13.8 km/h (effort 12:19 / recup 700.0m x 05:54) - 24min d'intensité;56;🟨
🟡S-58;Mercredi;2026-11-04;Vélo;Seuil Z4;Seuil Z4 (99 min);99;🟨
🟡S-58;Jeudi;2026-11-05;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-58;*;2026-11-05;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-58;Vendredi;2026-11-06;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-58;Samedi;2026-11-07;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-57;Lundi;2026-11-09;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-57;*;2026-11-09;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
⚪S-57;Mercredi;2026-11-11;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-57;Jeudi;2026-11-12;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-57;Vendredi;2026-11-13;Natation;Technique + Seuil;Technique + seuil Z4 (51 min, 3km);51;🟨
⚪S-57;Samedi;2026-11-14;CAP;Sortie longue Z2;Sortie longue Z2 (92 min);92;🟩
🟡S-56;Lundi;2026-11-16;CAP;VC;VC 300m x 14 @ 17.1 km/h (effort 01:04 / recup 75.0m x 00:38) - 15min d'intensité;41;🟨
🟡S-56;Mercredi;2026-11-18;Vélo;Seuil Z4;Seuil Z4 (103 min);103;🟨
🟡S-56;Jeudi;2026-11-19;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-56;*;2026-11-19;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-56;Vendredi;2026-11-20;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-56;Samedi;2026-11-21;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-55;Lundi;2026-11-23;CAP;VMA;VMA 300m x 14 @ 16.8 km/h (effort 01:05 / recup 75.0m x 00:32) - 15min d'intensité;37;🟥
🟢S-55;Mercredi;2026-11-25;Vélo;Seuil Z4;Seuil Z4 (84 min);84;🟨
🟢S-55;Jeudi;2026-11-26;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-55;*;2026-11-26;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-55;Vendredi;2026-11-27;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-55;Samedi;2026-11-28;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-54;Lundi;2026-11-30;CAP;VC;VC 500m x 8 @ 16.2 km/h (effort 01:53 / recup 125.0m x 01:03) - 15min d'intensité;41;🟨
🟡S-54;Mercredi;2026-12-02;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-54;Jeudi;2026-12-03;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-54;*;2026-12-03;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-54;Vendredi;2026-12-04;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-54;Samedi;2026-12-05;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-53;Lundi;2026-12-07;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-53;*;2026-12-07;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
⚪S-53;Mercredi;2026-12-09;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-53;Jeudi;2026-12-10;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (61 min);61;🟩
⚪S-53;Vendredi;2026-12-11;Natation;Technique + Seuil;Technique + seuil Z4 (51 min, 3km);51;🟨
⚪S-53;Samedi;2026-12-12;CAP;Sortie longue Z2;Sortie longue Z2 (92 min);92;🟩
🟡S-52;Lundi;2026-12-14;CAP;VC;VC 700m x 6 @ 15.6 km/h (effort 02:44 / recup 175.0m x 01:28) - 16min d'intensité;44;🟨
🟡S-52;Mercredi;2026-12-16;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-52;Jeudi;2026-12-17;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (111 min);111;🟩
🟡S-52;*;2026-12-17;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-52;Vendredi;2026-12-18;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-52;Samedi;2026-12-19;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-51;Lundi;2026-12-21;CAP;VMA;VMA 700m x 6 @ 16.2 km/h (effort 02:38 / recup 175.0m x 01:15) - 15min d'intensité;38;🟥
🟢S-51;Mercredi;2026-12-23;Vélo;Seuil Z4;Seuil Z4 (142 min);142;🟨
🟢S-51;Jeudi;2026-12-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-51;*;2026-12-24;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟢S-51;Vendredi;2026-12-25;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-51;Samedi;2026-12-26;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-50;Lundi;2026-12-28;CAP;VC;VC 1000m x 4 @ 14.8 km/h (effort 04:08 / recup 250.0m x 02:06) - 16min d'intensité;44;🟨
🟡S-50;Mercredi;2026-12-30;Vélo;Seuil Z4;Seuil Z4 (114 min);114;🟨
🟡S-50;Jeudi;2026-12-31;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-50;*;2026-12-31;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-50;Vendredi;2027-01-01;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-50;Samedi;2027-01-02;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-49;Lundi;2027-01-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-49;*;2027-01-04;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-49;Mercredi;2027-01-06;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-49;Jeudi;2027-01-07;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-49;Vendredi;2027-01-08;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-49;Samedi;2027-01-09;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-48;Lundi;2027-01-11;CAP;VC;VC 2000m x 3 @ 14.2 km/h (effort 08:37 / recup 500.0m x 04:13) - 25min d'intensité;58;🟨
🟡S-48;Mercredi;2027-01-13;Vélo;Seuil Z4;Seuil Z4 (141 min);141;🟨
🟡S-48;Jeudi;2027-01-14;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-48;*;2027-01-14;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-48;Vendredi;2027-01-15;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-48;Samedi;2027-01-16;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-47;Lundi;2027-01-18;CAP;VMA;VMA 2000m x 3 @ 15.3 km/h (effort 08:04 / recup 500.0m x 03:35) - 24min d'intensité;49;🟥
🟢S-47;Mercredi;2027-01-20;Vélo;Seuil Z4;Seuil Z4 (112 min);112;🟨
🟢S-47;Jeudi;2027-01-21;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-47;*;2027-01-21;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟢S-47;Vendredi;2027-01-22;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-47;Samedi;2027-01-23;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-46;Lundi;2027-01-25;CAP;VC;VC 2800m x 2 @ 14.0 km/h (effort 12:19 / recup 700.0m x 05:54) - 24min d'intensité;56;🟨
🟡S-46;Mercredi;2027-01-27;Vélo;Seuil Z4;Seuil Z4 (150 min);150;🟨
🟡S-46;Jeudi;2027-01-28;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-46;*;2027-01-28;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-46;Vendredi;2027-01-29;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-46;Samedi;2027-01-30;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-45;Lundi;2027-02-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-45;*;2027-02-01;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
⚪S-45;Mercredi;2027-02-03;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-45;Jeudi;2027-02-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-45;Vendredi;2027-02-05;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-45;Samedi;2027-02-06;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-44;Lundi;2027-02-08;CAP;VC;VC 300m x 14 @ 17.3 km/h (effort 01:04 / recup 75.0m x 00:38) - 15min d'intensité;41;🟨
🟡S-44;Mercredi;2027-02-10;Vélo;Seuil Z4;Seuil Z4 (156 min);156;🟨
🟡S-44;Jeudi;2027-02-11;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-44;*;2027-02-11;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-44;Vendredi;2027-02-12;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-44;Samedi;2027-02-13;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-43;Lundi;2027-02-15;CAP;VMA;VMA 300m x 14 @ 17.0 km/h (effort 01:05 / recup 75.0m x 00:32) - 15min d'intensité;37;🟥
🟢S-43;Mercredi;2027-02-17;Vélo;Seuil Z4;Seuil Z4 (127 min);127;🟨
🟢S-43;Jeudi;2027-02-18;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-43;*;2027-02-18;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟢S-43;Vendredi;2027-02-19;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-43;Samedi;2027-02-20;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-42;Lundi;2027-02-22;CAP;VC;VC 500m x 8 @ 16.4 km/h (effort 01:53 / recup 125.0m x 01:03) - 15min d'intensité;41;🟨
🟡S-42;Mercredi;2027-02-24;Vélo;Seuil Z4;Seuil Z4 (132 min);132;🟨
🟡S-42;Jeudi;2027-02-25;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-42;*;2027-02-25;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-42;Vendredi;2027-02-26;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-42;Samedi;2027-02-27;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-41;Lundi;2027-03-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-41;*;2027-03-01;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
⚪S-41;Mercredi;2027-03-03;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-41;Jeudi;2027-03-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-41;Vendredi;2027-03-05;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-41;Samedi;2027-03-06;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-40;Lundi;2027-03-08;CAP;VC;VC 700m x 6 @ 15.8 km/h (effort 02:44 / recup 175.0m x 01:28) - 16min d'intensité;44;🟨
🟡S-40;Mercredi;2027-03-10;Vélo;Seuil Z4;Seuil Z4 (119 min);119;🟨
